WAVY_ID:Dado:Timestamp
WAVY04:37.020066,-7.930181:2025-01-01-00-00-00
WAVY04:38.519527,-8.890059:2025-01-01-00-14-10
WAVY04:38.520472,-8.889706:2025-01-01-00-14-15
WAVY04:38.519759,-8.889679:2025-01-01-00-14-20
WAVY04:38.519577,-8.889685:2025-01-01-00-14-25
WAVY04:38.520130,-8.890025:2025-01-01-00-14-30
WAVY01:40.639959,-8.649964:2025-01-01-00-14-10
WAVY01:40.639802,-8.649897:2025-01-01-00-14-15
WAVY01:40.640193,-8.650432:2025-01-01-00-14-20
WAVY01:40.639952,-8.649752:2025-01-01-00-14-25
WAVY01:40.639903,-8.649797:2025-01-01-00-14-30
WAVY04:38.520499,-8.890017:2025-01-01-00-14-35
WAVY04:38.519630,-8.890172:2025-01-01-00-14-40
WAVY04:38.519919,-8.890461:2025-01-01-00-14-45
WAVY04:38.520263,-8.890385:2025-01-01-00-14-50
WAVY04:38.520172,-8.890014:2025-01-01-00-14-55
WAVY01:40.640377,-8.649709:2025-01-01-00-14-35
WAVY01:40.639628,-8.650445:2025-01-01-00-14-40
WAVY01:40.640122,-8.649704:2025-01-01-00-14-45
WAVY01:40.640103,-8.649981:2025-01-01-00-14-50
WAVY01:40.640499,-8.649668:2025-01-01-00-14-55
WAVY01:40.639553,-8.650243:2025-01-01-00-15-00
WAVY01:40.639820,-8.649571:2025-01-01-00-15-05
WAVY01:40.640199,-8.649764:2025-01-01-00-15-10
WAVY01:40.640158,-8.650432:2025-01-01-00-15-15
WAVY01:40.640342,-8.649692:2025-01-01-00-15-20
WAVY04:38.519553,-8.890243:2025-01-01-00-15-00
WAVY04:38.520222,-8.889554:2025-01-01-00-15-05
WAVY04:38.519510,-8.890041:2025-01-01-00-15-10
WAVY04:38.519648,-8.890146:2025-01-01-00-15-15
WAVY04:38.520396,-8.890421:2025-01-01-00-15-20
WAVY04:38.519742,-8.890451:2025-01-01-00-15-25
WAVY04:38.519785,-8.889834:2025-01-01-00-15-30
WAVY04:38.519780,-8.890200:2025-01-01-00-15-35
WAVY04:38.520212,-8.890080:2025-01-01-00-15-40
WAVY04:38.520072,-8.889872:2025-01-01-00-15-45
WAVY01:40.640373,-8.650235:2025-01-01-00-15-25
WAVY01:40.640374,-8.650158:2025-01-01-00-15-30
WAVY01:40.639870,-8.650151:2025-01-01-00-15-35
WAVY01:40.640119,-8.649867:2025-01-01-00-15-40
WAVY01:40.640237,-8.650100:2025-01-01-00-15-45
WAVY01:40.640304,-8.649918:2025-01-01-00-15-50
WAVY01:40.639696,-8.650489:2025-01-01-00-15-55
WAVY01:40.640455,-8.650347:2025-01-01-00-16-00
WAVY01:40.640218,-8.649922:2025-01-01-00-16-05
WAVY01:40.640275,-8.650067:2025-01-01-00-16-10
WAVY04:38.519671,-8.889696:2025-01-01-00-15-50
WAVY04:38.519696,-8.889882:2025-01-01-00-15-55
WAVY04:38.520064,-8.890001:2025-01-01-00-16-00
WAVY04:38.520321,-8.889782:2025-01-01-00-16-05
WAVY04:38.520496,-8.889725:2025-01-01-00-16-10
WAVY04:38.519568,-8.889876:2025-01-01-00-16-15
WAVY04:38.520410,-8.889568:2025-01-01-00-16-20
WAVY04:38.520492,-8.890192:2025-01-01-00-16-25
WAVY04:38.519863,-8.890346:2025-01-01-00-16-30
WAVY04:38.519763,-8.890056:2025-01-01-00-16-35
WAVY01:40.639588,-8.649657:2025-01-01-00-16-15
WAVY01:40.640435,-8.649958:2025-01-01-00-16-20
WAVY01:40.640091,-8.649880:2025-01-01-00-16-25
WAVY01:40.639759,-8.649846:2025-01-01-00-16-30
WAVY01:40.640392,-8.650026:2025-01-01-00-16-35
WAVY01:40.640078,-8.650071:2025-01-01-00-16-40
WAVY01:40.640141,-8.650139:2025-01-01-00-16-45
WAVY01:40.640082,-8.649898:2025-01-01-00-16-50
WAVY01:40.640414,-8.649989:2025-01-01-00-16-55
WAVY01:40.640212,-8.649571:2025-01-01-00-17-00
WAVY04:38.519747,-8.889670:2025-01-01-00-16-40
WAVY04:38.520106,-8.889859:2025-01-01-00-16-45
WAVY04:38.520292,-8.889557:2025-01-01-00-16-50
WAVY04:38.519899,-8.890214:2025-01-01-00-16-55
WAVY04:38.520381,-8.890113:2025-01-01-00-17-00
WAVY01:40.639687,-8.650077:2025-01-01-00-17-05
WAVY01:40.640327,-8.650337:2025-01-01-00-17-10
WAVY01:40.640193,-8.650362:2025-01-01-00-17-15
WAVY01:40.640325,-8.650209:2025-01-01-00-17-20
WAVY01:40.640119,-8.650469:2025-01-01-00-17-25
WAVY04:38.520215,-8.890315:2025-01-01-00-17-05
WAVY04:38.519594,-8.889832:2025-01-01-00-17-10
WAVY04:38.519981,-8.890215:2025-01-01-00-17-15
WAVY04:38.520214,-8.889634:2025-01-01-00-17-20
WAVY04:38.519558,-8.890271:2025-01-01-00-17-25
WAVY01:40.640387,-8.650495:2025-01-01-00-17-30
WAVY01:40.639689,-8.649864:2025-01-01-00-17-35
WAVY01:40.639833,-8.649775:2025-01-01-00-17-40
WAVY01:40.640201,-8.649709:2025-01-01-00-17-45
WAVY01:40.640261,-8.649875:2025-01-01-00-17-50
WAVY04:38.519637,-8.890413:2025-01-01-00-17-30
WAVY04:38.520193,-8.889977:2025-01-01-00-17-35
WAVY04:38.519920,-8.889938:2025-01-01-00-17-40
WAVY04:38.520453,-8.889927:2025-01-01-00-17-45
WAVY04:38.519949,-8.890252:2025-01-01-00-17-50
WAVY04:38.519957,-8.889830:2025-01-01-00-17-55
WAVY04:38.519909,-8.889893:2025-01-01-00-18-00
WAVY04:38.519537,-8.889638:2025-01-01-00-18-05
WAVY04:38.520136,-8.890214:2025-01-01-00-18-10
WAVY04:38.520270,-8.890383:2025-01-01-00-18-15
WAVY01:40.640480,-8.649841:2025-01-01-00-17-55
WAVY01:40.639948,-8.649603:2025-01-01-00-18-00
WAVY01:40.639662,-8.649729:2025-01-01-00-18-05
WAVY01:40.639530,-8.649588:2025-01-01-00-18-10
WAVY01:40.640442,-8.649676:2025-01-01-00-18-15
WAVY04:38.520408,-8.890056:2025-01-01-00-18-20
WAVY04:38.519736,-8.890237:2025-01-01-00-18-25
WAVY04:38.520053,-8.890458:2025-01-01-00-18-30
WAVY04:38.520016,-8.889977:2025-01-01-00-18-35
WAVY04:38.520488,-8.889693:2025-01-01-00-18-40
WAVY01:40.639904,-8.649818:2025-01-01-00-18-20
WAVY01:40.639510,-8.649838:2025-01-01-00-18-25
WAVY01:40.639767,-8.649714:2025-01-01-00-18-30
WAVY01:40.640490,-8.649648:2025-01-01-00-18-35
WAVY01:40.639758,-8.650368:2025-01-01-00-18-40
WAVY04:38.520413,-8.890260:2025-01-01-00-18-45
WAVY04:38.519961,-8.890096:2025-01-01-00-18-50
WAVY04:38.520419,-8.890172:2025-01-01-00-18-55
WAVY04:38.519764,-8.889915:2025-01-01-00-19-00
WAVY04:38.519534,-8.890472:2025-01-01-00-19-05
WAVY01:40.639541,-8.650384:2025-01-01-00-18-45
WAVY01:40.639965,-8.649522:2025-01-01-00-18-50
WAVY01:40.640358,-8.650030:2025-01-01-00-18-55
WAVY01:40.640028,-8.649921:2025-01-01-00-19-00
WAVY01:40.639980,-8.650463:2025-01-01-00-19-05
WAVY04:38.520478,-8.889904:2025-01-01-00-19-10
WAVY04:38.519754,-8.890238:2025-01-01-00-19-15
WAVY04:38.520187,-8.890103:2025-01-01-00-19-20
WAVY04:38.519768,-8.889506:2025-01-01-00-19-25
WAVY04:38.520245,-8.890094:2025-01-01-00-19-30
WAVY01:40.639721,-8.650103:2025-01-01-00-19-10
WAVY01:40.639528,-8.649579:2025-01-01-00-19-15
WAVY01:40.640206,-8.649723:2025-01-01-00-19-20
WAVY01:40.640039,-8.650017:2025-01-01-00-19-25
WAVY01:40.639949,-8.650486:2025-01-01-00-19-30
WAVY04:38.520369,-8.889797:2025-01-01-00-19-35
WAVY04:38.520163,-8.889525:2025-01-01-00-19-40
WAVY04:38.519509,-8.889723:2025-01-01-00-19-45
WAVY04:38.519872,-8.889773:2025-01-01-00-19-50
WAVY04:38.519617,-8.889654:2025-01-01-00-19-55
WAVY01:40.640044,-8.650270:2025-01-01-00-19-35
WAVY01:40.640438,-8.649837:2025-01-01-00-19-40
WAVY01:40.640053,-8.650102:2025-01-01-00-19-45
WAVY01:40.639833,-8.649914:2025-01-01-00-19-50
WAVY01:40.640346,-8.649577:2025-01-01-00-19-55
WAVY04:38.520209,-8.890242:2025-01-01-00-20-00
WAVY04:38.519630,-8.889960:2025-01-01-00-20-05
WAVY04:38.520071,-8.889773:2025-01-01-00-20-10
WAVY04:38.519934,-8.889534:2025-01-01-00-20-15
WAVY04:38.520267,-8.889638:2025-01-01-00-20-20
WAVY01:40.640159,-8.649850:2025-01-01-00-20-00
WAVY01:40.640420,-8.650370:2025-01-01-00-20-05
WAVY01:40.640267,-8.650252:2025-01-01-00-20-10
WAVY01:40.639846,-8.650223:2025-01-01-00-20-15
WAVY01:40.640059,-8.649555:2025-01-01-00-20-20
WAVY04:38.519788,-8.890139:2025-01-01-00-20-25
WAVY04:38.519544,-8.889740:2025-01-01-00-20-30
WAVY04:38.520386,-8.890296:2025-01-01-00-20-35
WAVY04:38.519984,-8.889808:2025-01-01-00-20-40
WAVY04:38.520274,-8.889606:2025-01-01-00-20-45
WAVY01:40.639759,-8.649914:2025-01-01-00-20-25
WAVY01:40.640143,-8.649528:2025-01-01-00-20-30
WAVY01:40.640491,-8.650085:2025-01-01-00-20-35
WAVY01:40.640353,-8.650016:2025-01-01-00-20-40
WAVY01:40.640443,-8.649726:2025-01-01-00-20-45
WAVY04:38.520481,-8.890409:2025-01-01-00-20-50
WAVY04:38.520498,-8.890294:2025-01-01-00-20-55
WAVY04:38.520064,-8.889656:2025-01-01-00-21-00
WAVY04:38.520217,-8.889774:2025-01-01-00-21-05
WAVY04:38.520089,-8.889619:2025-01-01-00-21-10
WAVY01:40.639660,-8.649978:2025-01-01-00-20-50
WAVY01:40.639925,-8.650139:2025-01-01-00-20-55
WAVY01:40.639905,-8.649851:2025-01-01-00-21-00
WAVY01:40.640217,-8.650028:2025-01-01-00-21-05
WAVY01:40.640462,-8.649839:2025-01-01-00-21-10
WAVY04:38.520026,-8.889674:2025-01-01-00-21-15
WAVY04:38.519708,-8.889727:2025-01-01-00-21-20
WAVY04:38.519622,-8.890018:2025-01-01-00-21-25
WAVY04:38.520384,-8.890015:2025-01-01-00-21-30
WAVY04:38.520310,-8.889956:2025-01-01-00-21-35
WAVY01:40.640090,-8.650249:2025-01-01-00-21-15
WAVY01:40.639890,-8.649961:2025-01-01-00-21-20
WAVY01:40.640049,-8.649973:2025-01-01-00-21-25
WAVY01:40.640384,-8.649736:2025-01-01-00-21-30
WAVY01:40.639789,-8.649683:2025-01-01-00-21-35
WAVY01:40.639704,-8.649948:2025-01-01-00-21-40
WAVY01:40.640334,-8.649580:2025-01-01-00-21-45
WAVY01:40.639857,-8.649619:2025-01-01-00-21-50
WAVY01:40.640220,-8.649768:2025-01-01-00-21-55
WAVY01:40.639786,-8.650303:2025-01-01-00-22-00
WAVY04:38.519871,-8.889706:2025-01-01-00-21-40
WAVY04:38.520462,-8.889564:2025-01-01-00-21-45
WAVY04:38.520372,-8.890174:2025-01-01-00-21-50
WAVY04:38.520220,-8.889768:2025-01-01-00-21-55
WAVY04:38.520486,-8.890214:2025-01-01-00-22-00
WAVY04:38.520146,-8.890222:2025-01-01-00-22-05
WAVY04:38.520079,-8.889513:2025-01-01-00-22-10
WAVY04:38.519584,-8.889677:2025-01-01-00-22-15
WAVY04:38.519900,-8.889995:2025-01-01-00-22-20
WAVY04:38.520193,-8.890375:2025-01-01-00-22-25
WAVY01:40.640229,-8.649554:2025-01-01-00-22-05
WAVY01:40.640235,-8.650378:2025-01-01-00-22-10
WAVY01:40.639679,-8.649891:2025-01-01-00-22-15
WAVY01:40.639752,-8.649527:2025-01-01-00-22-20
WAVY01:40.639669,-8.649545:2025-01-01-00-22-25
WAVY04:38.519905,-8.889841:2025-01-01-00-22-30
WAVY04:38.520407,-8.889962:2025-01-01-00-22-35
WAVY04:38.519880,-8.889778:2025-01-01-00-22-40
WAVY04:38.519745,-8.890497:2025-01-01-00-22-45
WAVY04:38.519540,-8.890119:2025-01-01-00-22-50
WAVY01:40.639952,-8.649519:2025-01-01-00-22-30
WAVY01:40.640086,-8.649538:2025-01-01-00-22-35
WAVY01:40.639880,-8.649778:2025-01-01-00-22-40
WAVY01:40.639552,-8.650003:2025-01-01-00-22-45
WAVY01:40.640018,-8.650116:2025-01-01-00-22-50
WAVY04:38.519975,-8.890351:2025-01-01-00-22-55
WAVY04:38.519820,-8.890385:2025-01-01-00-23-00
WAVY04:38.519685,-8.890391:2025-01-01-00-23-05
WAVY04:38.520402,-8.889583:2025-01-01-00-23-10
WAVY04:38.519868,-8.890442:2025-01-01-00-23-15
WAVY01:40.639991,-8.650270:2025-01-01-00-22-55
WAVY01:40.639901,-8.650069:2025-01-01-00-23-00
WAVY01:40.639719,-8.650011:2025-01-01-00-23-05
WAVY01:40.639717,-8.649709:2025-01-01-00-23-10
WAVY01:40.639932,-8.650225:2025-01-01-00-23-15
WAVY01:40.640456,-8.650367:2025-01-01-00-23-20
WAVY01:40.640106,-8.650192:2025-01-01-00-23-25
WAVY01:40.639588,-8.650158:2025-01-01-00-23-30
WAVY01:40.639980,-8.649975:2025-01-01-00-23-35
WAVY01:40.640031,-8.650336:2025-01-01-00-23-40
WAVY04:38.520405,-8.889799:2025-01-01-00-23-20
WAVY04:38.519945,-8.889827:2025-01-01-00-23-25
WAVY04:38.519949,-8.889730:2025-01-01-00-23-30
WAVY04:38.519917,-8.890345:2025-01-01-00-23-35
WAVY04:38.519718,-8.889977:2025-01-01-00-23-40
WAVY04:38.520026,-8.889650:2025-01-01-00-23-45
WAVY04:38.520421,-8.889654:2025-01-01-00-23-50
WAVY04:38.519673,-8.889531:2025-01-01-00-23-55
WAVY04:38.520282,-8.889873:2025-01-01-00-24-00
WAVY04:38.519945,-8.890029:2025-01-01-00-24-05
WAVY01:40.639933,-8.649968:2025-01-01-00-23-45
WAVY01:40.639645,-8.649713:2025-01-01-00-23-50
WAVY01:40.640187,-8.650388:2025-01-01-00-23-55
WAVY01:40.640471,-8.650214:2025-01-01-00-24-00
WAVY01:40.640032,-8.650494:2025-01-01-00-24-05
WAVY01:40.639797,-8.649618:2025-01-01-00-24-10
WAVY01:40.639690,-8.650009:2025-01-01-00-24-15
WAVY01:40.639854,-8.650457:2025-01-01-00-24-20
WAVY01:40.640275,-8.650279:2025-01-01-00-24-25
WAVY01:40.639814,-8.649598:2025-01-01-00-24-30
WAVY04:38.519797,-8.889618:2025-01-01-00-24-10
WAVY04:38.519678,-8.890332:2025-01-01-00-24-15
WAVY04:38.520212,-8.890080:2025-01-01-00-24-20
WAVY04:38.520109,-8.890070:2025-01-01-00-24-25
WAVY04:38.519651,-8.889915:2025-01-01-00-24-30
WAVY04:38.520368,-8.890249:2025-01-01-00-24-35
WAVY04:38.520342,-8.890490:2025-01-01-00-24-40
WAVY04:38.519749,-8.889853:2025-01-01-00-24-45
WAVY04:38.520143,-8.889852:2025-01-01-00-24-50
WAVY04:38.519616,-8.889711:2025-01-01-00-24-55
WAVY01:40.639612,-8.649685:2025-01-01-00-24-35
WAVY01:40.639510,-8.650453:2025-01-01-00-24-40
WAVY01:40.639766,-8.649643:2025-01-01-00-24-45
WAVY01:40.640148,-8.649686:2025-01-01-00-24-50
WAVY01:40.640038,-8.649587:2025-01-01-00-24-55
WAVY04:38.520262,-8.890345:2025-01-01-00-25-00
WAVY04:38.520209,-8.889922:2025-01-01-00-25-05
WAVY04:38.520384,-8.889509:2025-01-01-00-25-10
WAVY04:38.519542,-8.889854:2025-01-01-00-25-15
WAVY04:38.520198,-8.890479:2025-01-01-00-25-20
WAVY01:40.639511,-8.649557:2025-01-01-00-25-00
WAVY01:40.639985,-8.649864:2025-01-01-00-25-05
WAVY01:40.640147,-8.649603:2025-01-01-00-25-10
WAVY01:40.639670,-8.650216:2025-01-01-00-25-15
WAVY01:40.640310,-8.650363:2025-01-01-00-25-20
WAVY01:40.640075,-8.650085:2025-01-01-00-25-25
WAVY01:40.640200,-8.649744:2025-01-01-00-25-30
WAVY01:40.640240,-8.649941:2025-01-01-00-25-35
WAVY01:40.639504,-8.649836:2025-01-01-00-25-40
WAVY01:40.639657,-8.650259:2025-01-01-00-25-45
WAVY04:38.519868,-8.890213:2025-01-01-00-25-25
WAVY04:38.519764,-8.890004:2025-01-01-00-25-30
WAVY04:38.519851,-8.890250:2025-01-01-00-25-35
WAVY04:38.520256,-8.889864:2025-01-01-00-25-40
WAVY04:38.520440,-8.889820:2025-01-01-00-25-45
WAVY01:40.639586,-8.650045:2025-01-01-00-25-50
WAVY01:40.639799,-8.650138:2025-01-01-00-25-55
WAVY01:40.640171,-8.650354:2025-01-01-00-26-00
WAVY01:40.640261,-8.650479:2025-01-01-00-26-05
WAVY01:40.639873,-8.650132:2025-01-01-00-26-10
WAVY04:38.519691,-8.890301:2025-01-01-00-25-50
WAVY04:38.519771,-8.890170:2025-01-01-00-25-55
WAVY04:38.519900,-8.890274:2025-01-01-00-26-00
WAVY04:38.520358,-8.889998:2025-01-01-00-26-05
WAVY04:38.519873,-8.890164:2025-01-01-00-26-10
WAVY04:38.519803,-8.889873:2025-01-01-00-26-15
WAVY04:38.520389,-8.889643:2025-01-01-00-26-20
WAVY04:38.520070,-8.890243:2025-01-01-00-26-25
WAVY04:38.519759,-8.889892:2025-01-01-00-26-30
WAVY04:38.519752,-8.890089:2025-01-01-00-26-35
WAVY01:40.639945,-8.650315:2025-01-01-00-26-15
WAVY01:40.640270,-8.649541:2025-01-01-00-26-20
WAVY01:40.640070,-8.650243:2025-01-01-00-26-25
WAVY01:40.639973,-8.649564:2025-01-01-00-26-30
WAVY01:40.639911,-8.650271:2025-01-01-00-26-35
WAVY01:40.640390,-8.649667:2025-01-01-00-26-40
WAVY01:40.639749,-8.650106:2025-01-01-00-26-45
WAVY01:40.640360,-8.649860:2025-01-01-00-26-50
WAVY01:40.640226,-8.650441:2025-01-01-00-26-55
WAVY01:40.639959,-8.649830:2025-01-01-00-27-00
WAVY04:38.520187,-8.889864:2025-01-01-00-26-40
WAVY04:38.519946,-8.889958:2025-01-01-00-26-45
WAVY04:38.520425,-8.889539:2025-01-01-00-26-50
WAVY04:38.519705,-8.890030:2025-01-01-00-26-55
WAVY04:38.519774,-8.889624:2025-01-01-00-27-00
WAVY04:38.519630,-8.890127:2025-01-01-00-27-05
WAVY04:38.519617,-8.889659:2025-01-01-00-27-10
WAVY04:38.520142,-8.889622:2025-01-01-00-27-15
WAVY04:38.520478,-8.889507:2025-01-01-00-27-20
WAVY04:38.520066,-8.890351:2025-01-01-00-27-25
WAVY01:40.640301,-8.649725:2025-01-01-00-27-05
WAVY01:40.640021,-8.650025:2025-01-01-00-27-10
WAVY01:40.640253,-8.650045:2025-01-01-00-27-15
WAVY01:40.640214,-8.650039:2025-01-01-00-27-20
WAVY01:40.640094,-8.650376:2025-01-01-00-27-25
WAVY04:38.520449,-8.889901:2025-01-01-00-27-30
WAVY04:38.520176,-8.890001:2025-01-01-00-27-35
WAVY04:38.520436,-8.889843:2025-01-01-00-27-40
WAVY04:38.519703,-8.889508:2025-01-01-00-27-45
WAVY04:38.520374,-8.889710:2025-01-01-00-27-50
WAVY01:40.640100,-8.649551:2025-01-01-00-27-30
WAVY01:40.640484,-8.649622:2025-01-01-00-27-35
WAVY01:40.640051,-8.650379:2025-01-01-00-27-40
WAVY01:40.639982,-8.649583:2025-01-01-00-27-45
WAVY01:40.640199,-8.650330:2025-01-01-00-27-50
WAVY04:38.520012,-8.890393:2025-01-01-00-27-55
WAVY04:38.520235,-8.890433:2025-01-01-00-28-00
WAVY04:38.519907,-8.890045:2025-01-01-00-28-05
WAVY04:38.520246,-8.889725:2025-01-01-00-28-10
WAVY04:38.520316,-8.889699:2025-01-01-00-28-15
WAVY01:40.639735,-8.650464:2025-01-01-00-27-55
WAVY01:40.640130,-8.649815:2025-01-01-00-28-00
WAVY01:40.639703,-8.649892:2025-01-01-00-28-05
WAVY01:40.639829,-8.649702:2025-01-01-00-28-10
WAVY01:40.639790,-8.649632:2025-01-01-00-28-15
WAVY01:40.640119,-8.649580:2025-01-01-00-28-20
WAVY01:40.640190,-8.649728:2025-01-01-00-28-25
WAVY01:40.639545,-8.650409:2025-01-01-00-28-30
WAVY01:40.640028,-8.649772:2025-01-01-00-28-35
WAVY01:40.640396,-8.649593:2025-01-01-00-28-40
WAVY04:38.520151,-8.890297:2025-01-01-00-28-20
WAVY04:38.520011,-8.890180:2025-01-01-00-28-25
WAVY04:38.519964,-8.890153:2025-01-01-00-28-30
WAVY04:38.519854,-8.889946:2025-01-01-00-28-35
WAVY04:38.519562,-8.890399:2025-01-01-00-28-40
WAVY04:38.519540,-8.889773:2025-01-01-00-28-45
WAVY04:38.520270,-8.890017:2025-01-01-00-28-50
WAVY04:38.519889,-8.889539:2025-01-01-00-28-55
WAVY04:38.520411,-8.890114:2025-01-01-00-29-00
WAVY04:38.519606,-8.890380:2025-01-01-00-29-05
WAVY01:40.640071,-8.650193:2025-01-01-00-28-45
WAVY01:40.639878,-8.649617:2025-01-01-00-28-50
WAVY01:40.640117,-8.649570:2025-01-01-00-28-55
WAVY01:40.640392,-8.650254:2025-01-01-00-29-00
WAVY01:40.639643,-8.650492:2025-01-01-00-29-05
WAVY04:38.520148,-8.890430:2025-01-01-00-29-10
WAVY04:38.519893,-8.889578:2025-01-01-00-29-15
WAVY04:38.520054,-8.889609:2025-01-01-00-29-20
WAVY04:38.520088,-8.889993:2025-01-01-00-29-25
WAVY04:38.519956,-8.889771:2025-01-01-00-29-30
WAVY01:40.640022,-8.649953:2025-01-01-00-29-10
WAVY01:40.639933,-8.649653:2025-01-01-00-29-15
WAVY01:40.640120,-8.650208:2025-01-01-00-29-20
WAVY01:40.640224,-8.649965:2025-01-01-00-29-25
WAVY01:40.640213,-8.649735:2025-01-01-00-29-30
WAVY01:40.640434,-8.650376:2025-01-01-00-29-35
WAVY01:40.639950,-8.649603:2025-01-01-00-29-40
WAVY01:40.639908,-8.650319:2025-01-01-00-29-45
WAVY01:40.639854,-8.650164:2025-01-01-00-29-50
WAVY01:40.640356,-8.650460:2025-01-01-00-29-55
WAVY04:38.520349,-8.889667:2025-01-01-00-29-35
WAVY04:38.519512,-8.890378:2025-01-01-00-29-40
WAVY04:38.519965,-8.890246:2025-01-01-00-29-45
WAVY04:38.520254,-8.890324:2025-01-01-00-29-50
WAVY04:38.520000,-8.890221:2025-01-01-00-29-55
WAVY04:38.519502,-8.889584:2025-01-01-00-30-00
WAVY04:38.519992,-8.890324:2025-01-01-00-30-05
WAVY04:38.520186,-8.890307:2025-01-01-00-30-10
WAVY04:38.519887,-8.889570:2025-01-01-00-30-15
WAVY04:38.519941,-8.890256:2025-01-01-00-30-20
WAVY01:40.639925,-8.650214:2025-01-01-00-30-00
WAVY01:40.639847,-8.650284:2025-01-01-00-30-05
WAVY01:40.639786,-8.650490:2025-01-01-00-30-10
WAVY01:40.639586,-8.650060:2025-01-01-00-30-15
WAVY01:40.639899,-8.649505:2025-01-01-00-30-20
WAVY04:38.519736,-8.890031:2025-01-01-00-30-25
WAVY04:38.519529,-8.889945:2025-01-01-00-30-30
WAVY04:38.520494,-8.890377:2025-01-01-00-30-35
WAVY04:38.519677,-8.889775:2025-01-01-00-30-40
WAVY04:38.520490,-8.889659:2025-01-01-00-30-45
WAVY01:40.639671,-8.650021:2025-01-01-00-30-25
WAVY01:40.639663,-8.649937:2025-01-01-00-30-30
WAVY01:40.639623,-8.649849:2025-01-01-00-30-35
WAVY01:40.639828,-8.649870:2025-01-01-00-30-40
WAVY01:40.640048,-8.649501:2025-01-01-00-30-45
WAVY01:40.640237,-8.650299:2025-01-01-00-30-50
WAVY01:40.640131,-8.650354:2025-01-01-00-30-55
WAVY01:40.640063,-8.650097:2025-01-01-00-31-00
WAVY01:40.640038,-8.649805:2025-01-01-00-31-05
WAVY01:40.639610,-8.649907:2025-01-01-00-31-10
WAVY04:38.520073,-8.889637:2025-01-01-00-30-50
WAVY04:38.520360,-8.889694:2025-01-01-00-30-55
WAVY04:38.520364,-8.889909:2025-01-01-00-31-00
WAVY04:38.520394,-8.889608:2025-01-01-00-31-05
WAVY04:38.519699,-8.890379:2025-01-01-00-31-10
WAVY04:38.520279,-8.890067:2025-01-01-00-31-15
WAVY04:38.520015,-8.889639:2025-01-01-00-31-20
WAVY04:38.520500,-8.890095:2025-01-01-00-31-25
WAVY04:38.520314,-8.889987:2025-01-01-00-31-30
WAVY04:38.519503,-8.890335:2025-01-01-00-31-35
WAVY01:40.640110,-8.650283:2025-01-01-00-31-15
WAVY01:40.640441,-8.650217:2025-01-01-00-31-20
WAVY01:40.639605,-8.649530:2025-01-01-00-31-25
WAVY01:40.639852,-8.649686:2025-01-01-00-31-30
WAVY01:40.639807,-8.649726:2025-01-01-00-31-35
WAVY04:38.519536,-8.890368:2025-01-01-00-31-40
WAVY04:38.519969,-8.889944:2025-01-01-00-31-45
WAVY04:38.519626,-8.889743:2025-01-01-00-31-50
WAVY04:38.519923,-8.890460:2025-01-01-00-31-55
WAVY04:38.519589,-8.890303:2025-01-01-00-32-00
WAVY01:40.639649,-8.649541:2025-01-01-00-31-40
WAVY01:40.639946,-8.650416:2025-01-01-00-31-45
WAVY01:40.639766,-8.649984:2025-01-01-00-31-50
WAVY01:40.640473,-8.650339:2025-01-01-00-31-55
WAVY01:40.640053,-8.649951:2025-01-01-00-32-00
WAVY01:40.639952,-8.649659:2025-01-01-00-32-05
WAVY01:40.639641,-8.650108:2025-01-01-00-32-10
WAVY01:40.639944,-8.649855:2025-01-01-00-32-15
WAVY01:40.640317,-8.649691:2025-01-01-00-32-20
WAVY01:40.640061,-8.649959:2025-01-01-00-32-25
WAVY04:38.519564,-8.890475:2025-01-01-00-32-05
WAVY04:38.520040,-8.889797:2025-01-01-00-32-10
WAVY04:38.520147,-8.890162:2025-01-01-00-32-15
WAVY04:38.519815,-8.889632:2025-01-01-00-32-20
WAVY04:38.520029,-8.890282:2025-01-01-00-32-25
WAVY01:40.640340,-8.650349:2025-01-01-00-32-30
WAVY01:40.640147,-8.650359:2025-01-01-00-32-35
WAVY01:40.639989,-8.650463:2025-01-01-00-32-40
WAVY01:40.640157,-8.650468:2025-01-01-00-32-45
WAVY01:40.640122,-8.649674:2025-01-01-00-32-50
WAVY04:38.520135,-8.889932:2025-01-01-00-32-30
WAVY04:38.519789,-8.890096:2025-01-01-00-32-35
WAVY04:38.520412,-8.890399:2025-01-01-00-32-40
WAVY04:38.519504,-8.889807:2025-01-01-00-32-45
WAVY04:38.519628,-8.889674:2025-01-01-00-32-50
WAVY01:40.639546,-8.649775:2025-01-01-00-32-55
WAVY01:40.639710,-8.649998:2025-01-01-00-33-00
WAVY01:40.640422,-8.650347:2025-01-01-00-33-05
WAVY01:40.640406,-8.649529:2025-01-01-00-33-10
WAVY01:40.639950,-8.650087:2025-01-01-00-33-15
WAVY04:38.519632,-8.889545:2025-01-01-00-32-55
WAVY04:38.520333,-8.890273:2025-01-01-00-33-00
WAVY04:38.519872,-8.889539:2025-01-01-00-33-05
WAVY04:38.520004,-8.889900:2025-01-01-00-33-10
WAVY04:38.519916,-8.890050:2025-01-01-00-33-15
WAVY04:38.520148,-8.889881:2025-01-01-00-33-20
WAVY04:38.519677,-8.890482:2025-01-01-00-33-25
WAVY04:38.520471,-8.890452:2025-01-01-00-33-30
WAVY04:38.520292,-8.889833:2025-01-01-00-33-35
WAVY04:38.519927,-8.889880:2025-01-01-00-33-40
