WAVY_ID:status:[data_types]:last_sync
WAVY02:38.720028,-9.140421:2025-01-01-00-00-00
WAVY02:38.530312,-8.889848:2025-01-01-00-23-15
WAVY02:38.530363,-8.890408:2025-01-01-00-23-20
WAVY02:38.529841,-8.889855:2025-01-01-00-23-25
WAVY02:38.530133,-8.889989:2025-01-01-00-23-30
WAVY02:38.529625,-8.890209:2025-01-01-00-23-35
WAVY02:38.529875,-8.890305:2025-01-01-00-23-40
WAVY02:38.529649,-8.889695:2025-01-01-00-23-45
WAVY02:38.529804,-8.889598:2025-01-01-00-23-50
WAVY02:38.530456,-8.889507:2025-01-01-00-23-55
WAVY02:38.529910,-8.889584:2025-01-01-00-24-00
WAVY02:38.530114,-8.889964:2025-01-01-00-24-05
WAVY02:38.530300,-8.890029:2025-01-01-00-24-10
WAVY02:38.530343,-8.889642:2025-01-01-00-24-15
WAVY02:38.530418,-8.890216:2025-01-01-00-24-20
WAVY02:38.529616,-8.889651:2025-01-01-00-24-25
WAVY02:38.529789,-8.890133:2025-01-01-00-24-30
WAVY02:38.529512,-8.889778:2025-01-01-00-24-35
WAVY02:38.530459,-8.889839:2025-01-01-00-24-40
WAVY02:38.530158,-8.890244:2025-01-01-00-24-45
WAVY02:38.529853,-8.889851:2025-01-01-00-24-50
WAVY02:38.530000,-8.890313:2025-01-01-00-24-55
WAVY02:38.530252,-8.890209:2025-01-01-00-25-00
WAVY02:38.530043,-8.889789:2025-01-01-00-25-05
WAVY02:38.529837,-8.890404:2025-01-01-00-25-10
WAVY02:38.529550,-8.889863:2025-01-01-00-25-15
WAVY02:38.529857,-8.889540:2025-01-01-00-25-20
WAVY02:38.720155,-9.139678:2025-01-01-00-00-00
WAVY02:38.720063,-9.139876:2025-01-01-00-00-05
WAVY02:38.719623,-9.140339:2025-01-01-00-00-10
WAVY02:38.720032,-9.140169:2025-01-01-00-00-15
WAVY02:38.719651,-9.139679:2025-01-01-00-00-20
WAVY02:38.720158,-9.139653:2025-01-01-00-00-25
WAVY02:38.720008,-9.140141:2025-01-01-00-00-30
WAVY02:38.719689,-9.140312:2025-01-01-00-00-35
WAVY02:38.719592,-9.139666:2025-01-01-00-00-40
WAVY02:38.720351,-9.140449:2025-01-01-00-00-45
WAVY02:38.720054,-9.139831:2025-01-01-00-00-50
WAVY02:38.719835,-9.140436:2025-01-01-00-00-55
WAVY02:38.719554,-9.139589:2025-01-01-00-01-00
WAVY02:38.719526,-9.140297:2025-01-01-00-01-05
WAVY02:38.720170,-9.139900:2025-01-01-00-01-10
WAVY02:38.719509,-9.139751:2025-01-01-00-01-15
WAVY02:38.720210,-9.139840:2025-01-01-00-01-20
WAVY02:38.719839,-9.140063:2025-01-01-00-01-25
WAVY02:38.719838,-9.139866:2025-01-01-00-01-30
WAVY02:38.719656,-9.139908:2025-01-01-00-01-35
WAVY02:38.719612,-9.139946:2025-01-01-00-01-40
WAVY02:38.720316,-9.140432:2025-01-01-00-01-45
WAVY02:38.720296,-9.140108:2025-01-01-00-01-50
WAVY02:38.720035,-9.139510:2025-01-01-00-01-55
WAVY02:38.720424,-9.140324:2025-01-01-00-02-00
WAVY02:38.719847,-9.139617:2025-01-01-00-02-05
WAVY02:38.719556,-9.140326:2025-01-01-00-02-10
WAVY02:38.720038,-9.140078:2025-01-01-00-02-15
WAVY02:38.720456,-9.140025:2025-01-01-00-02-20
WAVY02:38.720375,-9.139593:2025-01-01-00-02-25
WAVY02:38.719825,-9.140477:2025-01-01-00-02-30
WAVY02:38.719743,-9.140005:2025-01-01-00-02-35
WAVY02:38.719517,-9.139593:2025-01-01-00-02-40
WAVY02:38.720254,-9.139576:2025-01-01-00-02-45
WAVY02:38.719803,-9.139833:2025-01-01-00-02-50
WAVY02:41.149805,-8.610420:2025-01-01-00-00-00
WAVY02:41.149962,-8.610173:2025-01-01-00-00-05
WAVY02:41.149896,-8.610366:2025-01-01-00-00-10
WAVY02:41.149730,-8.610338:2025-01-01-00-00-15
WAVY02:41.150351,-8.610500:2025-01-01-00-00-20
WAVY02:41.149539,-8.609823:2025-01-01-00-00-25
WAVY02:41.150478,-8.609700:2025-01-01-00-00-30
WAVY02:41.150109,-8.609748:2025-01-01-00-00-35
WAVY02:41.149525,-8.609618:2025-01-01-00-00-40
WAVY02:41.149649,-8.609529:2025-01-01-00-00-45
WAVY02:41.150386,-8.610166:2025-01-01-00-00-50
WAVY02:41.149721,-8.609571:2025-01-01-00-00-55
WAVY02:41.149521,-8.610020:2025-01-01-00-01-00
WAVY02:41.149523,-8.610334:2025-01-01-00-01-05
WAVY02:41.150094,-8.610031:2025-01-01-00-01-10
WAVY02:41.149724,-8.609754:2025-01-01-00-01-15
WAVY02:41.149548,-8.610151:2025-01-01-00-01-20
WAVY02:41.149915,-8.609849:2025-01-01-00-01-25
WAVY02:41.150381,-8.609809:2025-01-01-00-01-30
WAVY02:41.150095,-8.610446:2025-01-01-00-01-35
WAVY02:41.149937,-8.609633:2025-01-01-00-01-40
WAVY02:41.150313,-8.610046:2025-01-01-00-01-45
WAVY02:41.149630,-8.610083:2025-01-01-00-01-50
WAVY02:41.150400,-8.609916:2025-01-01-00-01-55
WAVY02:41.149836,-8.609596:2025-01-01-00-02-00
WAVY02:41.149879,-8.610112:2025-01-01-00-02-05
WAVY02:41.150107,-8.610298:2025-01-01-00-02-10
WAVY02:41.150373,-8.609943:2025-01-01-00-02-15
WAVY02:41.149654,-8.609644:2025-01-01-00-02-20
WAVY02:41.150398,-8.610003:2025-01-01-00-02-25
WAVY02:41.149550,-8.609870:2025-01-01-00-02-30
WAVY02:41.149517,-8.609900:2025-01-01-00-02-35
WAVY02:41.150428,-8.610024:2025-01-01-00-02-40
WAVY02:41.150020,-8.609589:2025-01-01-00-02-45
WAVY02:41.149738,-8.610192:2025-01-01-00-02-50
WAVY02:41.150277,-8.609557:2025-01-01-00-02-55
WAVY02:41.150384,-8.610194:2025-01-01-00-03-00
WAVY02:41.150118,-8.610476:2025-01-01-00-03-05
WAVY02:41.150293,-8.610310:2025-01-01-00-03-10
WAVY02:41.149912,-8.609627:2025-01-01-00-03-15
WAVY02:41.150281,-8.609914:2025-01-01-00-03-20
WAVY02:41.149857,-8.609836:2025-01-01-00-03-25
WAVY02:41.150074,-8.609565:2025-01-01-00-03-30
WAVY02:41.149995,-8.609716:2025-01-01-00-03-35
WAVY02:41.149752,-8.610189:2025-01-01-00-03-40
WAVY02:41.149548,-8.610144:2025-01-01-00-03-45
WAVY02:41.149609,-8.609505:2025-01-01-00-03-50
WAVY02:41.149888,-8.609972:2025-01-01-00-03-55
WAVY02:41.150455,-8.609839:2025-01-01-00-04-00
WAVY02:41.150156,-8.610066:2025-01-01-00-04-05
WAVY02:41.150098,-8.610244:2025-01-01-00-04-10
WAVY02:41.149916,-8.609520:2025-01-01-00-04-15
WAVY02:41.150363,-8.609598:2025-01-01-00-04-20
WAVY02:41.150033,-8.609895:2025-01-01-00-04-25
WAVY02:41.149668,-8.609587:2025-01-01-00-04-30
WAVY02:41.149507,-8.609783:2025-01-01-00-04-35
WAVY02:41.149935,-8.610150:2025-01-01-00-04-40
WAVY02:41.150418,-8.609741:2025-01-01-00-04-45
WAVY02:41.149959,-8.610394:2025-01-01-00-04-50
WAVY02:41.150127,-8.610385:2025-01-01-00-04-55
WAVY02:41.149618,-8.610229:2025-01-01-00-05-00
WAVY02:41.149988,-8.609779:2025-01-01-00-05-05
WAVY02:41.149986,-8.610164:2025-01-01-00-05-10
WAVY02:41.149915,-8.609754:2025-01-01-00-05-15
WAVY02:41.150029,-8.609722:2025-01-01-00-05-20
WAVY02:41.149623,-8.610099:2025-01-01-00-05-25
WAVY02:41.149916,-8.609653:2025-01-01-00-05-30
WAVY02:41.149858,-8.609858:2025-01-01-00-05-35
WAVY02:41.149742,-8.610037:2025-01-01-00-05-40
WAVY02:41.150076,-8.610421:2025-01-01-00-05-45
WAVY02:41.150276,-8.610114:2025-01-01-00-05-50
WAVY02:41.149905,-8.610035:2025-01-01-00-05-55
WAVY02:41.149661,-8.609856:2025-01-01-00-06-00
WAVY02:41.150269,-8.609650:2025-01-01-00-06-05
WAVY02:41.150171,-8.609950:2025-01-01-00-06-10
WAVY02:41.150168,-8.610189:2025-01-01-00-06-15
WAVY02:41.150242,-8.610076:2025-01-01-00-06-20
WAVY02:41.149520,-8.609623:2025-01-01-00-06-25
WAVY02:41.150246,-8.610270:2025-01-01-00-06-30
WAVY02:41.150280,-8.610465:2025-01-01-00-06-35
WAVY02:41.149514,-8.609939:2025-01-01-00-06-40
WAVY02:41.149929,-8.609924:2025-01-01-00-06-45
WAVY02:41.149650,-8.609839:2025-01-01-00-06-50
WAVY02:41.150274,-8.609974:2025-01-01-00-06-55
WAVY02:41.150402,-8.610251:2025-01-01-00-07-00
WAVY02:41.150323,-8.610117:2025-01-01-00-07-05
WAVY02:41.150498,-8.610124:2025-01-01-00-07-10
WAVY02:41.149912,-8.609508:2025-01-01-00-07-15
WAVY02:41.150277,-8.610067:2025-01-01-00-07-20
WAVY02:41.149631,-8.609814:2025-01-01-00-07-25
WAVY02:41.149814,-8.609961:2025-01-01-00-07-30
WAVY02:41.149611,-8.609642:2025-01-01-00-07-35
WAVY02:41.150328,-8.610214:2025-01-01-00-07-40
WAVY02:41.150153,-8.610261:2025-01-01-00-07-45
WAVY02:41.150345,-8.610456:2025-01-01-00-07-50
WAVY02:41.149999,-8.610137:2025-01-01-00-07-55
WAVY02:41.150333,-8.610333:2025-01-01-00-08-00
WAVY02:41.149977,-8.609781:2025-01-01-00-08-05
WAVY02:41.150476,-8.609718:2025-01-01-00-08-10
WAVY02:41.149678,-8.610122:2025-01-01-00-08-15
WAVY02:41.149727,-8.609818:2025-01-01-00-08-20
WAVY02:41.149731,-8.609558:2025-01-01-00-08-25
WAVY02:41.150036,-8.610351:2025-01-01-00-08-30
WAVY02:41.149962,-8.610207:2025-01-01-00-08-35
WAVY02:41.150401,-8.610082:2025-01-01-00-08-40
WAVY02:38.520409,-8.889988:2025-01-01-00-00-00
WAVY02:38.519818,-8.890412:2025-01-01-00-00-05
WAVY02:38.519835,-8.889943:2025-01-01-00-00-10
WAVY02:38.520152,-8.890138:2025-01-01-00-00-15
WAVY02:38.520082,-8.890434:2025-01-01-00-00-20
WAVY02:38.519934,-8.890317:2025-01-01-00-00-25
WAVY02:38.520091,-8.890277:2025-01-01-00-00-30
WAVY02:38.520489,-8.890400:2025-01-01-00-00-35
WAVY02:38.520064,-8.889912:2025-01-01-00-00-40
WAVY02:38.519986,-8.889867:2025-01-01-00-00-45
WAVY02:38.520061,-8.889905:2025-01-01-00-00-50
WAVY02:38.520315,-8.889652:2025-01-01-00-00-55
WAVY02:38.519996,-8.890368:2025-01-01-00-01-00
WAVY02:38.519649,-8.889933:2025-01-01-00-01-05
WAVY02:38.519952,-8.889561:2025-01-01-00-01-10
WAVY02:38.519816,-8.889771:2025-01-01-00-01-15
WAVY02:38.519681,-8.890219:2025-01-01-00-01-20
WAVY02:38.519641,-8.889695:2025-01-01-00-01-25
WAVY02:38.520490,-8.890421:2025-01-01-00-01-30
WAVY02:38.519569,-8.889857:2025-01-01-00-01-35
WAVY02:38.520440,-8.889653:2025-01-01-00-01-40
WAVY02:38.519602,-8.889920:2025-01-01-00-01-45
WAVY02:38.519783,-8.890146:2025-01-01-00-01-50
WAVY02:38.519540,-8.889607:2025-01-01-00-01-55
WAVY02:38.519812,-8.889529:2025-01-01-00-02-00
